"district","school","pga","soil","building","type","built"
"Mill A","Mill A Elementary",24.52,"Rock","Main Building","Permanent",1961
"Mill A","Mill A Elementary",24.52,"Rock","Bus Garage","Permanent",1961
"Monroe","Chain Lake Elementary",47.86,"Very Dense Soil and Soft Rock","Portable 3/4","Portable",2004
"Monroe","Chain Lake Elementary",47.86,"Very Dense Soil and Soft Rock","Building 300","Permanent",1989
"Monroe","Chain Lake Elementary",47.86,"Very Dense Soil and Soft Rock","Building 100","Permanent",1989
"Monroe","Chain Lake Elementary",47.86,"Very Dense Soil and Soft Rock","Administration Building","Permanent",1989
"Monroe","Chain Lake Elementary",47.86,"Very Dense Soil and Soft Rock","Portable 5/6","Portable",2013
"Monroe","Chain Lake Elementary",47.86,"Very Dense Soil and Soft Rock","Building 200","Permanent",1989
"Monroe","Chain Lake Elementary",47.86,"Very Dense Soil and Soft Rock","Portable 1/2","Portable",1995
"Monroe","Frank Wagner Elementary",48.15,"Firm Soil - Soft Soil","Admin/ SLC","Permanent",1989
"Monroe","Frank Wagner Elementary",48.15,"Firm Soil - Soft Soil","Classroom wing","Permanent",1989
"Monroe","Frank Wagner Elementary",48.15,"Firm Soil - Soft Soil","Portable 1","Portable",1950
"Monroe","Frank Wagner Elementary",48.15,"Firm Soil - Soft Soil","Portable 3","Portable",1992
"Monroe","Frank Wagner Elementary",48.15,"Firm Soil - Soft Soil","Portable 5","Portable",1995
"Monroe","Frank Wagner Elementary",48.15,"Firm Soil - Soft Soil","Portable 4","Portable",1995
"Monroe","Frank Wagner Elementary",48.15,"Firm Soil - Soft Soil","Multipurpose","Permanent",1989
"Monroe","Frank Wagner Elementary",48.15,"Firm Soil - Soft Soil","Portable 2","Portable",1950
"Monroe","Fryelands Elementary",49.15,"Firm Soil - Soft Soil","Main Building","Permanent",2005
"Monroe","Hidden River Middle",54.5,"Very Dense Soil and Soft Rock","Portable 1","Portable",2012
"Monroe","Hidden River Middle",54.5,"Very Dense Soil and Soft Rock","Main Building","Permanent",2005
"Monroe","Hidden River Middle",54.5,"Very Dense Soil and Soft Rock","Covered Playshed","Permanent",2002
"Monroe","Hidden River Middle",54.5,"Very Dense Soil and Soft Rock","Portable 2/3","Portable",2012
"Monroe","Hidden River Middle",54.5,"Very Dense Soil and Soft Rock","Portable 4/5","Portable",2012
"Monroe","Maltby Elementary",54.62,"Very Dense Soil and Soft Rock","Building A","Permanent",1968
"Monroe","Maltby Elementary",54.62,"Very Dense Soil and Soft Rock","Building B","Permanent",1968
"Monroe","Maltby Elementary",54.62,"Very Dense Soil and Soft Rock","Building C","Permanent",1968
"Monroe","Maltby Elementary",54.62,"Very Dense Soil and Soft Rock","Building D","Permanent",2005
"Monroe","Maltby Elementary",54.62,"Very Dense Soil and Soft Rock","Covered Playshed","Permanent",1987
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Portable 7/8","Portable",2003
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Portable 5/6","Portable",2003
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Restroom Building","Permanent",1999
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Portable 3/4","Portable",2003
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Stadium concession stand","Permanent",2005
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Portable 1/2","Portable",2003
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Stadium ticket booth","Permanent",1999
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Ag Building-Classroom","Permanent",1999
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Ag storage","Permanent",1990
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Athletic Storage","Permanent",2001
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Greenhouse","Permanent",1999
"Monroe","Monroe High",51.52,"Very Dense Soil and Soft Rock","Main Building","Permanent",1999
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Building A - Gym","Permanent",1974
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Greenhouse","Permanent",1985
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Building B - Commons and Kitchen","Permanent",1974
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Building C - Main Office / Classrooms","Permanent",1974
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Building F - Library / Classrooms","Permanent",1990
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Building E - Art Shop","Permanent",1974
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Building D","Permanent",1974
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Portable 6","Portable",1985
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Portable 5","Portable",1985
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Portable 1/2","Portable",2010
"Monroe","Park Place Middle",48.55,"Firm Soil - Soft Soil","Storage Building","Portable",1985
"Monroe","Salem Woods Elementary",46.89,"Very Dense Soil and Soft Rock","E Building","Permanent",1980
"Monroe","Salem Woods Elementary",46.89,"Very Dense Soil and Soft Rock","D Building","Permanent",1980
"Monroe","Salem Woods Elementary",46.89,"Very Dense Soil and Soft Rock","C Building","Permanent",1980
"Monroe","Salem Woods Elementary",46.89,"Very Dense Soil and Soft Rock","B Building","Permanent",1980
"Monroe","Salem Woods Elementary",46.89,"Very Dense Soil and Soft Rock","A Building","Permanent",1980
"Monroe","Salem Woods Elementary",46.89,"Very Dense Soil and Soft Rock","Portable P2","Portable",1992
"Monroe","Salem Woods Elementary",46.89,"Very Dense Soil and Soft Rock","Portable P1","Portable",1992
"Monroe","Salem Woods Elementary",46.89,"Very Dense Soil and Soft Rock","Portable P3","Portable",1995
"Monroe","Sky Valley Education Center",47.82,"Firm Soil - Soft Soil","Building 1 - Office","Permanent",1967
"Monroe","Sky Valley Education Center",47.82,"Firm Soil - Soft Soil","Building 2 - Annex","Permanent",1964
"Monroe","Sky Valley Education Center",47.82,"Firm Soil - Soft Soil","Building 3 - Gymnasium","Permanent",1967
"Monroe","Sky Valley Education Center",47.82,"Firm Soil - Soft Soil","Building 4 - Technology Education","Permanent",1954
"Monroe","Sky Valley Education Center",47.82,"Firm Soil - Soft Soil","Building 5 - Pods/Library","Permanent",1967
"Monroe","Sky Valley Education Center",47.82,"Firm Soil - Soft Soil","Portable 1","Portable",1950
"Monroe","Sky Valley Education Center",47.82,"Firm Soil - Soft Soil","Portable 2","Portable",1950
"Montesano","Beacon Avenue Elementary",67.21,"Very Dense Soil/Soft Rock - Firm Soil","700 Building","Permanent",2011
"Montesano","Beacon Avenue Elementary",67.21,"Very Dense Soil/Soft Rock - Firm Soil","400 Building","Permanent",1980
"Montesano","Beacon Avenue Elementary",67.21,"Very Dense Soil/Soft Rock - Firm Soil","300 Building","Permanent",1970
"Montesano","Beacon Avenue Elementary",67.21,"Very Dense Soil/Soft Rock - Firm Soil","200 Building","Permanent",1970
"Montesano","Beacon Avenue Elementary",67.21,"Very Dense Soil/Soft Rock - Firm Soil","600 Building","Permanent",1990
"Montesano","Beacon Avenue Elementary",67.21,"Very Dense Soil/Soft Rock - Firm Soil","100 Building","Permanent",1970
"Montesano","Beacon Avenue Elementary",67.21,"Very Dense Soil/Soft Rock - Firm Soil","500 Building","Permanent",1970
"Montesano","Montesano Junior Senior High",67.53,"Very Dense Soil/Soft Rock - Firm Soil","High School Gym District Office","Permanent",1970
"Montesano","Montesano Junior Senior High",67.53,"Very Dense Soil/Soft Rock - Firm Soil","Junior High Gymnasium","Permanent",1992
"Montesano","Montesano Junior Senior High",67.53,"Very Dense Soil/Soft Rock - Firm Soil","Junior Senior High","Permanent",1992
"Montesano","Montesano Junior Senior High",67.53,"Very Dense Soil/Soft Rock - Firm Soil","Stadium Grandstands","Permanent",2014
"Montesano","Montesano Junior Senior High",67.53,"Very Dense Soil/Soft Rock - Firm Soil","Tractor Shed","Permanent",1980
"Montesano","Montesano Junior Senior High",67.53,"Very Dense Soil/Soft Rock - Firm Soil","Greenhouse","Permanent",2006
"Montesano","Montesano Junior Senior High",67.53,"Very Dense Soil/Soft Rock - Firm Soil","High School Stadium Tower","Permanent",1983
"Montesano","Simpson Avenue Elementary",67.74,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",2009
"Montesano","Simpson Avenue Elementary",67.74,"Very Dense Soil/Soft Rock - Firm Soil","1990 Building","Permanent",1990
"Morton","Morton Bus Garage",,"","Bus Garage","Permanent",1944
"Morton","Morton Elementary",44.14,"Firm Soil - Soft Soil","Main Building","Permanent",1930
"Morton","Morton Elementary",44.14,"Firm Soil - Soft Soil","Gymnasium","Permanent",1985
"Morton","Morton Elementary",44.14,"Firm Soil - Soft Soil","Covered Play 2","Permanent",2009
"Morton","Morton Elementary",44.14,"Firm Soil - Soft Soil","Covered Play 1","Permanent",2009
"Morton","Morton Junior Senior High",44.03,"Firm Soil - Soft Soil","Shop","Permanent",1957
"Morton","Morton Junior Senior High",44.03,"Firm Soil - Soft Soil","Batting Cage Building","Permanent",2005
"Morton","Morton Junior Senior High",44.03,"Firm Soil - Soft Soil","Main Building","Permanent",1957
"Morton","Morton Junior Senior High",44.03,"Firm Soil - Soft Soil","Gymnasium","Permanent",1957
"Moses Lake","Central Washington Region Transportation Cooperative",21.04,"Very Dense Soil and Soft Rock","Central Washington Transportation Building","Permanent",2012
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 1b","Portable",2007
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 5b","Portable",2008
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Gymnasium","Permanent",1955
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 4a","Portable",2008
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 4b","Portable",2008
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 5a","Portable",2008
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Main Building","Permanent",1955
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 3b","Portable",2007
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 2b","Portable",2007
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 3a","Portable",2007
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 2a","Portable",2007
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Custodial Shed","Portable",2000
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Portable 1a","Portable",2007
"Moses Lake","Chief Moses Middle",20.99,"Very Dense Soil and Soft Rock","Chief Moses Middle School New Gym","Permanent",2005
"Moses Lake","Columbia Basin Technical Skills Center",21.05,"Very Dense Soil and Soft Rock","Main Building","Permanent",2014
"Moses Lake","Endeavor Middle",20.93,"Very Dense Soil and Soft Rock","Portable 3","Portable",2014
"Moses Lake","Endeavor Middle",20.93,"Very Dense Soil and Soft Rock","Portable 2","Portable",2014
"Moses Lake","Endeavor Middle",20.93,"Very Dense Soil and Soft Rock","Main Building","Permanent",2002
"Moses Lake","Endeavor Middle",20.93,"Very Dense Soil and Soft Rock","Portable 1","Portable",2014
"Moses Lake","Frontier Middle",21.02,"Very Dense Soil and Soft Rock","Main Building","Permanent",1947
"Moses Lake","Frontier Middle",21.02,"Very Dense Soil and Soft Rock","Maintenance Storage","Permanent",1951
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","Building 100","Permanent",1996
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","Main Building","Permanent",1956
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","Portable Building 603/604","Portable",1980
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","Portable Building 605/606","Portable",1980
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","To Be Deleted","Portable",1991
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","Portable Building 601/602","Portable",1991
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","Suite B","Permanent",1956
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","Building 300","Permanent",1956
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","Building 400","Permanent",1956
"Moses Lake","Garden Heights Elementary",21.01,"Very Dense Soil and Soft Rock","Building 200","Permanent",1956
"Moses Lake","Knolls Vista Elementary",21,"Very Dense Soil and Soft Rock","Building 5","Permanent",1953
"Moses Lake","Knolls Vista Elementary",21,"Very Dense Soil and Soft Rock","Portable 19/20","Portable",1990
"Moses Lake","Knolls Vista Elementary",21,"Very Dense Soil and Soft Rock","Building 4","Permanent",1953
"Moses Lake","Knolls Vista Elementary",21,"Very Dense Soil and Soft Rock","Portable 21/22","Portable",1990
"Moses Lake","Knolls Vista Elementary",21,"Very Dense Soil and Soft Rock","Building 6","Permanent",1967
"Moses Lake","Knolls Vista Elementary",21,"Very Dense Soil and Soft Rock","Building 3","Permanent",1953
"Moses Lake","Knolls Vista Elementary",21,"Very Dense Soil and Soft Rock","Building 2","Permanent",1951
"Moses Lake","Knolls Vista Elementary",21,"Very Dense Soil and Soft Rock","To Be Deleted","Portable",1990
"Moses Lake","Knolls Vista Elementary",21,"Very Dense Soil and Soft Rock","Building 1","Permanent",1951
"Moses Lake","Lakeview Terrace Elementary",20.96,"Very Dense Soil and Soft Rock","Gymnasium Building","Permanent",1954
"Moses Lake","Lakeview Terrace Elementary",20.96,"Very Dense Soil and Soft Rock","Portable 17/18","Portable",1991
"Moses Lake","Lakeview Terrace Elementary",20.96,"Very Dense Soil and Soft Rock","Portable 19/20","Portable",1991
"Moses Lake","Lakeview Terrace Elementary",20.96,"Very Dense Soil and Soft Rock","Building with Rooms 9-12","Permanent",1954
"Moses Lake","Lakeview Terrace Elementary",20.96,"Very Dense Soil and Soft Rock","Building with Rooms 1-4","Permanent",1954
"Moses Lake","Lakeview Terrace Elementary",20.96,"Very Dense Soil and Soft Rock","Building with Rooms 5-8","Permanent",1954
"Moses Lake","Lakeview Terrace Elementary",20.96,"Very Dense Soil and Soft Rock","Building with Rooms 13-16","Permanent",1954
"Moses Lake","Lakeview Terrace Elementary",20.96,"Very Dense Soil and Soft Rock","Main Office Building","Permanent",1954
"Moses Lake","Larson Heights Elementary",20.98,"Very Dense Soil and Soft Rock","Portable F","Portable",1990
"Moses Lake","Larson Heights Elementary",20.98,"Very Dense Soil and Soft Rock","Portable G","Portable",1990
"Moses Lake","Larson Heights Elementary",20.98,"Very Dense Soil and Soft Rock","C Building","Permanent",1959
"Moses Lake","Larson Heights Elementary",20.98,"Very Dense Soil and Soft Rock","E Building","Permanent",1956
"Moses Lake","Larson Heights Elementary",20.98,"Very Dense Soil and Soft Rock","D Building","Permanent",1959
"Moses Lake","Larson Heights Elementary",20.98,"Very Dense Soil and Soft Rock","A Building","Permanent",1956
"Moses Lake","Larson Heights Elementary",20.98,"Very Dense Soil and Soft Rock","B Building","Permanent",1959
"Moses Lake","Longview Elementary",20.93,"Very Dense Soil and Soft Rock","Portable 21/22","Portable",1990
"Moses Lake","Longview Elementary",20.93,"Very Dense Soil and Soft Rock","Portable 25/26","Portable",1990
"Moses Lake","Longview Elementary",20.93,"Very Dense Soil and Soft Rock","Office Building","Permanent",1956
"Moses Lake","Longview Elementary",20.93,"Very Dense Soil and Soft Rock","Intermediate Building","Permanent",1956
"Moses Lake","Longview Elementary",20.93,"Very Dense Soil and Soft Rock","Specialist Building","Permanent",1956
"Moses Lake","Midway Elementary",21.07,"Very Dense Soil and Soft Rock","Main Building","Permanent",1954
"Moses Lake","Midway Elementary",21.07,"Very Dense Soil and Soft Rock","Portable 4","Portable",1991
"Moses Lake","Midway Elementary",21.07,"Very Dense Soil and Soft Rock","To Be Deleted","Portable",1991
"Moses Lake","Midway Elementary",21.07,"Very Dense Soil and Soft Rock","Portable 5","Portable",1991
"Moses Lake","Midway Elementary",21.07,"Very Dense Soil and Soft Rock","Portable 1","Portable",1991
"Moses Lake","Midway Elementary",21.07,"Very Dense Soil and Soft Rock","Portable 37/38","Portable",1991
"Moses Lake","Midway Elementary",21.07,"Very Dense Soil and Soft Rock","Portable 3","Portable",1991
"Moses Lake","Midway Elementary",21.07,"Very Dense Soil and Soft Rock","Portable 2","Portable",1991
"Moses Lake","Midway Elementary",21.07,"Very Dense Soil and Soft Rock","B3 Building","Permanent",1954
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 5B (#10)","Portable",2009
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 3B (#6)","Portable",2008
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 5 (#9)","Portable",2009
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 4B (#8)","Portable",2009
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 4 (7)","Portable",2009
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 1B (#2)","Portable",2008
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 2B (#4)","Portable",2008
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 2 (#3)","Portable",2008
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Main Building","Permanent",1958
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 1 (#1)","Portable",2008
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Pool","Permanent",2003
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","New Greenhouse","Permanent",2014
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Greenhouse","Permanent",1995
"Moses Lake","Moses Lake High",21.03,"Very Dense Soil and Soft Rock","Portable 3 (#5)","Portable",2008
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","Wing 3","Permanent",1951
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Portable",1991
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","Portable 18/19","Portable",1991
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","Portable 20/21","Portable",1990
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1951
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","Wing 2","Permanent",1951
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1956
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","Wing 1","Permanent",1951
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1956
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1951
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1956
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","Main Building","Permanent",1951
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1956
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1956
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Portable",1990
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1951
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1951
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1951
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1956
"Moses Lake","North Elementary",20.97,"Very Dense Soil and Soft Rock","To Be Deleted","Permanent",1951
"Moses Lake","Park Orchard Elementary",21.05,"Very Dense Soil and Soft Rock","Park Orchard Elementary School","Permanent",2011
"Moses Lake","Peninsula Elementary",21.15,"Very Dense Soil and Soft Rock","Main Building","Permanent",1950
"Moses Lake","Peninsula Elementary",21.15,"Very Dense Soil and Soft Rock","Wing 1","Permanent",1950
"Moses Lake","Peninsula Elementary",21.15,"Very Dense Soil and Soft Rock","Wing 2","Permanent",1950
"Moses Lake","Peninsula Elementary",21.15,"Very Dense Soil and Soft Rock","To Be Deleted","Portable",1990
"Moses Lake","Peninsula Elementary",21.15,"Very Dense Soil and Soft Rock","To Be Deleted","Portable",1990
"Moses Lake","Peninsula Elementary",21.15,"Very Dense Soil and Soft Rock","Portable 44/45","Portable",1990
"Moses Lake","Peninsula Elementary",21.15,"Very Dense Soil and Soft Rock","Portable 47/48","Portable",1990
"Moses Lake","Peninsula Elementary",21.15,"Very Dense Soil and Soft Rock","Wing 3","Permanent",1950
"Moses Lake","Peninsula Elementary",21.15,"Very Dense Soil and Soft Rock","Wing 4","Permanent",1961
"Moses Lake","Sage Point Elementary",21.22,"Very Dense Soil and Soft Rock","Sage Point Elementary School","Permanent",2008
"Mossyrock","Mossyrock Elementary",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Elementary Multipurpose Bldg","Permanent",2009
"Mossyrock","Mossyrock Elementary",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Elementary Building 300","Permanent",1938
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Baseball Concessions","Permanent",2006
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","High School Gym and Wood Shop","Permanent",1993
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Football Grandstands","Permanent",2008
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Ag Barn","Permanent",1991
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Pig Barn","Permanent",1991
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Middle School Building 100 District Office","Permanent",1931
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","High School Building","Permanent",1958
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Fine Arts Weight Rm Building 200","Permanent",1938
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Batting Cage","Permanent",1992
"Mossyrock","Mossyrock Junior Senior High",46.54,"Very Dense Soil/Soft Rock - Firm Soil","Baseball Grandstands","Permanent",2010
"Mount Adams","Harrah Elementary",25.2,"Very Dense Soil and Soft Rock","Main Building","Permanent",1937
"Mount Adams","Harrah Elementary",25.2,"Very Dense Soil and Soft Rock","Portable 260","Portable",1978
"Mount Adams","Harrah Elementary",25.2,"Very Dense Soil and Soft Rock","Portable 140","Portable",1978
"Mount Adams","Harrah Elementary",25.2,"Very Dense Soil and Soft Rock","Portable 150","Portable",1978
"Mount Adams","Harrah Elementary",25.2,"Very Dense Soil and Soft Rock","TLC Building","Permanent",1991
"Mount Adams","Harrah Elementary",25.2,"Very Dense Soil and Soft Rock","New Portable","Portable",2009
"Mount Adams","Harrah Elementary",25.2,"Very Dense Soil and Soft Rock","Portable 270","Portable",1978
"Mount Adams","Mount Adams Middle",32.41,"Firm Soil - Soft Soil","Middle School Portable 2","Portable",1987
"Mount Adams","Mount Adams Middle",32.41,"Firm Soil - Soft Soil","Middle School Portable 1","Portable",1987
"Mount Adams","Mount Adams Middle",32.41,"Firm Soil - Soft Soil","Middle School Main Building","Permanent",1957
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Pump House","Permanent",1970
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Football Stadium","Permanent",1963
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Bus Garage","Permanent",1960
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Administration Building","Permanent",1978
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Boiler Building","Permanent",1937
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Middle School Library","Permanent",1978
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Main Building","Permanent",1978
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School New Bus Garage","Permanent",1970
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Gym","Permanent",1978
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Weight Room","Permanent",2010
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Vo Ag Shop","Permanent",1941
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Greenhouse","Permanent",1980
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Home Ec Science","Permanent",1978
"Mount Adams","White Swan High",32.41,"Firm Soil - Soft Soil","High School Wood Shop","Permanent",1964
"Mount Baker","Acme Elementary",42.39,"Firm Soil","Portable 1","Portable",2005
"Mount Baker","Acme Elementary",42.39,"Firm Soil","Annex Building","Permanent",1998
"Mount Baker","Acme Elementary",42.39,"Firm Soil","Learning Support Building","Portable",2005
"Mount Baker","Acme Elementary",42.39,"Firm Soil","Main Building","Permanent",1937
"Mount Baker","Acme Elementary",42.39,"Firm Soil","Covered Play","Permanent",1991
"Mount Baker","Acme Elementary",42.39,"Firm Soil","Portable 3","Portable",2005
"Mount Baker","Acme Elementary",42.39,"Firm Soil","Portable 2","Portable",2005
"Mount Baker","Acme Elementary",42.39,"Firm Soil","Bus Garage","Permanent",1938
"Mount Baker","Harmony Elementary",42.67,"Firm Soil","Pump House","Permanent",1999
"Mount Baker","Harmony Elementary",42.67,"Firm Soil","Portables","Portable",2005
"Mount Baker","Harmony Elementary",42.67,"Firm Soil","Bus Garage","Permanent",1995
"Mount Baker","Harmony Elementary",42.67,"Firm Soil","Main Building","Permanent",1960
"Mount Baker","Kendall Elementary",46.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable 217","Portable",2000
"Mount Baker","Kendall Elementary",46.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable 216","Portable",2000
"Mount Baker","Kendall Elementary",46.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable 211","Portable",2000
"Mount Baker","Kendall Elementary",46.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable 210","Portable",2000
"Mount Baker","Kendall Elementary",46.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable 113","Portable",2000
"Mount Baker","Kendall Elementary",46.47,"Very Dense Soil/Soft Rock - Firm Soil","Portable 112","Portable",2000
"Mount Baker","Kendall Elementary",46.47,"Very Dense Soil/Soft Rock - Firm Soil","Main Building","Permanent",1999
"Mount Baker","Mount Baker Junior High",39.54,"Firm Soil - Soft Soil","200 Building Junior High","Permanent",1992
"Mount Baker","Mount Baker Senior High",39.54,"Firm Soil - Soft Soil","100 Building Senior High","Permanent",1992
"Mount Baker","Mount Baker Senior High",39.54,"Firm Soil - Soft Soil","700 Building","Permanent",1992
"Mount Baker","Mount Baker Senior High",39.54,"Firm Soil - Soft Soil","Field House","Permanent",1968
